state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
Maharashtra,Mumbai North,Amol Ashokrao Jadhav,MALE,30,GENERAL,IND,Pen Nib with Seven Rays,897,3,900,1647350
Maharashtra,Mumbai North,B. K. Gadhavi,MALE,74,GENERAL,IND,Pineapple,1392,1,1393,1647350
Maharashtra,Mumbai North,Milind Shankar Repe,MALE,57,GENERAL,IND,DIAMOND,1351,1,1352,1647350
Maharashtra,Mumbai North,Dr. Raies Khan,MALE,46,GENERAL,IND,Bat,1078,0,1078,1647350
Maharashtra,Mumbai North,Nota,NULL,NULL,NULL,NOTA,NULL,11941,25,11966,1647350
Maharashtra,Mumbai North West,Gajanan Kirtikar,MALE,75,GENERAL,SHS,Bow and Arrow,569018,1045,570063,1732263
Maharashtra,Mumbai North West,Sanjay Nirupam,MALE,54,GENERAL,INC,Hand,309517,218,309735,1732263
Maharashtra,Mumbai North West,Ajay Kailashnath Dubey,MALE,29,GENERAL,JANADIP,Whistle,2081,2,2083,1732263
Maharashtra,Mumbai North West,Arora Surinder Mohan,MALE,64,GENERAL,BAAP,Fountain,1180,0,1180,1732263
Maharashtra,Mumbai North West,Chandrashekhar Sharma,MALE,42,GENERAL,BMFP,BISCUIT,574,0,574,1732263
Maharashtra,Mumbai North West,Chhaya Sunil Tiwari,FEMALE,41,GENERAL,JAC,Ganna Kisan,1158,0,1158,1732263
Maharashtra,Mumbai North West,Dharmendra Shriram Pal,MALE,42,GENERAL,RAKRD,Door Bell,475,0,475,1732263
Maharashtra,Mumbai North West,Vijay Marothi Koyale,MALE,49,GENERAL,RASMARP,Bat,489,2,491,1732263
Maharashtra,Mumbai North West,Shakuntala Mariya Kushalkar,FEMALE,47,GENERAL,PRCP,Truck,749,0,749,1732263
Maharashtra,Mumbai North West,Shaikh Abusalim Arunahak,MALE,57,GENERAL,RUC,Mixee,449,0,449,1732263
Maharashtra,Mumbai North West,Subhash Passi,MALE,57,SC,SP,Bicycle,5847,3,5850,1732263
Maharashtra,Mumbai North West,Suresh Sundar Shetty,MALE,46,GENERAL,VBA,Cup & Saucer,23367,55,23422,1732263
Maharashtra,Mumbai North West,Harishankar Shivpujan Yadav,MALE,48,GENERAL,AAPP,Battery Torch,441,0,441,1732263
Maharashtra,Mumbai North West,Aftab Mashwood Khan,MALE,43,GENERAL,IND,Bread,499,0,499,1732263
Maharashtra,Mumbai North West,Gajanan Tukaram Sonkamble,MALE,33,GENERAL,IND,Slate,848,0,848,1732263
Maharashtra,Mumbai North West,Prabhakar Tarapado Sadhu,MALE,47,GENERAL,IND,Binoculars,1912,0,1912,1732263
Maharashtra,Mumbai North West,Madan Banwarilal Agrawal,MALE,55,GENERAL,IND,Well,1300,0,1300,1732263
Maharashtra,Mumbai North West,Adv. Mitesh Varshney,MALE,27,GENERAL,IND,FLUTE,638,0,638,1732263
Maharashtra,Mumbai North West,Vijendra Kumar Rai,MALE,37,GENERAL,IND,CCTV Camera,407,0,407,1732263
Maharashtra,Mumbai North West,Shashikant Kundalik Kadam,MALE,45,GENERAL,IND,Gas Cylinder,442,1,443,1732263
Maharashtra,Mumbai North West,Sanjay Vishwanath Sakpal,MALE,48,SC,IND,Auto- Rickshaw,555,0,555,1732263
Maharashtra,Mumbai North West,Nota,NULL,NULL,NULL,NOTA,NULL,18185,40,18225,1732263
Maharashtra,Mumbai North East,Patil Sanjay Dina,MALE,50,GENERAL,NCP,Clock,287555,558,288113,1588693
Maharashtra,Mumbai North East,Manoj Kotak,MALE,46,GENERAL,BJP,Lotus,513579,1020,514599,1588693
Maharashtra,Mumbai North East,Sanjay Chandrabahadur Singh (kunwar),MALE,46,GENERAL,BSP,Elephant,7770,7,7777,1588693
Maharashtra,Mumbai North East,Adv. Ganesh Iyer,MALE,54,GENERAL,BAHUMP,Whistle,1336,0,1336,1588693
Maharashtra,Mumbai North East,Jayashri Minesh Shah,FEMALE,48,GENERAL,BMFP,BISCUIT,535,1,536,1588693
Maharashtra,Mumbai North East,Dandge Sukhdev Chandu,MALE,63,SC,APoI,Coat,711,0,711,1588693
Maharashtra,Mumbai North East,Niharika Prakashchandra Khondalay,FEMALE,50,GENERAL,VBA,Cup & Saucer,68089,150,68239,1588693
Maharashtra,Mumbai North East,Nutan Sharad Kumar Singh,FEMALE,34,GENERAL,AAPP,Battery torch,565,1,566,1588693
Maharashtra,Mumbai North East,Adv. Vijay Janardan Shiktode,MALE,55,SC,BARESP,Air Conditioner,462,1,463,1588693
Maharashtra,Mumbai North East,Vinod Narayan Chaugule,MALE,41,GENERAL,ssrd,Grapes,564,0,564,1588693
Maharashtra,Mumbai North East,Shahenaz Begum Mohd Siraj Khan,FEMALE,43,GENERAL,RUC,Mixee,569,1,570,1588693
Maharashtra,Mumbai North East,Sushma Maurya,FEMALE,38,GENERAL,JANADIP,Helicopter,820,0,820,1588693
Maharashtra,Mumbai North East,Shrikant Suburao Shinde,MALE,34,GENERAL,BMUP,Cot,726,1,727,1588693
Maharashtra,Mumbai North East,Anil Hebbar Koni,MALE,54,GENERAL,IND,Stethoscope,677,0,677,1588693
Maharashtra,Mumbai North East,Kurhade Sneha Ravindra,FEMALE,50,GENERAL,IND,DIAMOND,1267,0,1267,1588693
Maharashtra,Mumbai North East,Jatin Rangrao Harne,MALE,44,SC,IND,Gas Cylinder,1573,0,1573,1588693
Maharashtra,Mumbai North East,Jaywant Shriram Sawant (pappa),MALE,51,GENERAL,IND,Auto- Rickshaw,1878,3,1881,1588693
Maharashtra,Mumbai North East,Jitendra Kumar Nanaku Pal,MALE,47,GENERAL,IND,Scissors,779,0,779,1588693
Maharashtra,Mumbai North East,Thoke Baban Sopan,MALE,25,SC,IND,Plastering Trowel,344,0,344,1588693
Maharashtra,Mumbai North East,Dayanand Jagannath Sohani,MALE,45,SC,IND,Bat,296,0,296,1588693
Maharashtra,Mumbai North East,Deepak Digambar Shinde,MALE,42,SC,IND,HOCKEY & BALL,291,1,292,1588693
Maharashtra,Mumbai North East,Nilesh Ramchandra Kudtarkar,MALE,26,GENERAL,IND,Water Tank,264,0,264,1588693
Maharashtra,Mumbai North East,Pravin Chandrakant Kedare,MALE,48,SC,IND,Key,388,0,388,1588693
Maharashtra,Mumbai North East,Bhaskar Mohan Gaud,MALE,36,GENERAL,IND,Football,629,0,629,1588693
Maharashtra,Mumbai North East,Rakesh Sambhaji Raul,MALE,45,GENERAL,IND,Bottle,218,1,219,1588693
Maharashtra,Mumbai North East,Shahajirao Dhondiba Thorat,MALE,55,SC,IND,Carrom Board,2063,0,2063,1588693
Maharashtra,Mumbai North East,Shahina Parveen Shakil Ahmed Khan,FEMALE,44,GENERAL,IND,Kettle,834,0,834,1588693
Maharashtra,Mumbai North East,Nota,NULL,NULL,NULL,NOTA,NULL,12446,20,12466,1588693
Maharashtra,Mumbai North Central,Imran Mustafa Khan,MALE,39,GENERAL,BSP,Elephant,4190,5,4195,1679891
Maharashtra,Mumbai North Central,Dutt Priya Sunil,FEMALE,52,GENERAL,INC,Hand,356298,369,356667,1679891
Maharashtra,Mumbai North Central,Poonam Mahajan,FEMALE,38,GENERAL,BJP,Lotus,485815,857,486672,1679891
Maharashtra,Mumbai North Central,Abdur Rehman Anjaria,MALE,46,GENERAL,VBA,Cup & Saucer,33626,77,33703,1679891
Maharashtra,Mumbai North Central,Kurban Shahadat Hussain,MALE,31,GENERAL,RUC,Mixee,613,0,613,1679891
Maharashtra,Mumbai North Central,Adv. Feroz A. Shaikh,MALE,46,GENERAL,JANADIP,Dolli,411,0,411,1679891
Maharashtra,Mumbai North Central,Milind (anna) Kamble,MALE,35,SC,BAAP,COMPUTER,486,2,488,1679891
Maharashtra,Mumbai North Central,Mehedi Iqbal Hasan Sayyed,MALE,33,GENERAL,ANC,Gramophone,261,0,261,1679891
Maharashtra,Mumbai North Central,Mohammad Mehmood Syed Shah,MALE,47,GENERAL,AIMF,DIAMOND,722,0,722,1679891
Maharashtra,Mumbai North Central,Mohammad Mobin Shaikh (azmi),MALE,44,GENERAL,PECP,Glass Tumbler,671,0,671,1679891
Maharashtra,Mumbai North Central,Rajesh Nandlal Bhavsar,MALE,52,GENERAL,BMFP,BISCUIT,284,0,284,1679891
Maharashtra,Mumbai North Central,Akshay Kacharu Sanap,MALE,27,GENERAL,IND,Spanner,454,0,454,1679891
Maharashtra,Mumbai North Central,Ankush Ramchandra Karande,MALE,60,GENERAL,IND,Bat,535,0,535,1679891
Maharashtra,Mumbai North Central,Joy Nagesh Bhosle,FEMALE,49,GENERAL,IND,Whistle,942,0,942,1679891
Maharashtra,Mumbai North Central,Nooruddin Aftab Azimuddin Sayyed,MALE,48,GENERAL,IND,Kettle,858,0,858,1679891
Maharashtra,Mumbai North Central,Mohd. Yahiya Siddique,MALE,36,GENERAL,IND,Laptop,1073,0,1073,1679891
Maharashtra,Mumbai North Central,Adv. Vansh Bahadur Sabhajeet Yadav,MALE,54,GENERAL,IND,Helicopter,496,1,497,1679891
Maharashtra,Mumbai North Central,Sunder Baburao Padmukh,MALE,59,SC,IND,Auto- Rickshaw,989,0,989,1679891
Maharashtra,Mumbai North Central,Sneha (sagar) Nivrutti Kale,MALE,27,GENERAL,IND,Gas Cylinder,759,0,759,1679891
Maharashtra,Mumbai North Central,Harshvardhan Ramsuresh Pandey,MALE,29,GENERAL,IND,Key,321,0,321,1679891
Maharashtra,Mumbai North Central,Nota,NULL,NULL,NULL,NOTA,NULL,10647,22,10669,1679891
Maharashtra,Mumbai South Central,Ahmed Shakil Sagir Ahmed Shaikh,MALE,41,GENERAL,BSP,Elephant,8623,12,8635,1440380
Maharashtra,Mumbai South Central,Eknath M. Gaikwad,MALE,79,GENERAL,INC,Hand,272393,381,272774,1440380
Maharashtra,Mumbai South Central,Rahul Ramesh Shewale,MALE,47,SC,SHS,Bow & Arrow,423743,1170,424913,1440380
Maharashtra,Mumbai South Central,Godfrey Noble,MALE,49,GENERAL,DMSK,Ring,2198,1,2199,1440380
Maharashtra,Mumbai South Central,Deepak Bhagoji Kamble,MALE,67,SC,APoI,Coat,1154,1,1155,1440380
Maharashtra,Mumbai South Central,Baddy Hemantkumar Reddy,MALE,50,SC,BMUP,Cot,645,2,647,1440380
Maharashtra,Mumbai South Central,Balasaheb Jagannath Sable,MALE,48,GENERAL,BMFP,BISCUIT,665,0,665,1440380
Maharashtra,Mumbai South Central,Bhosale Sanjay Sushil,MALE,51,GENERAL,VBA,Cup & Saucer,63256,156,63412,1440380
Maharashtra,Mumbai South Central,Adv. Mahendra Tulshiram Bhingardive,MALE,42,SC,ACDP,Jackfruit,588,1,589,1440380
Maharashtra,Mumbai South Central,Adv. More Yogesh Vitthal,MALE,38,GENERAL,BARESP,Air Conditioner,707,1,708,1440380
Maharashtra,Mumbai South Central,Mohammad Hayat Mohammad Husain Shaikh,MALE,54,GENERAL,PECP,Glass Tumbler,968,0,968,1440380
Maharashtra,Mumbai South Central,Yoganand Nadar,MALE,34,GENERAL,AAPP,Battery Torch,882,1,883,1440380
Maharashtra,Mumbai South Central,Anita Kiran Patole,FEMALE,39,GENERAL,IND,Gas Cylinder,972,4,976,1440380
Maharashtra,Mumbai South Central,Dalvi Raju Sahebrao,MALE,48,SC,IND,Ganna Kisan,1353,0,1353,1440380
Maharashtra,Mumbai South Central,Vikas Maruti Rokade,MALE,53,SC,IND,Auto- Rickshaw,1103,0,1103,1440380
Maharashtra,Mumbai South Central,Sheetaltai Sasane,FEMALE,34,GENERAL,IND,Whistle,1756,3,1759,1440380
Maharashtra,Mumbai South Central,Santosh Shrivastav,MALE,37,GENERAL,IND,Sewing Machine,677,0,677,1440380
Maharashtra,Mumbai South Central,Nota,NULL,NULL,NULL,NOTA,NULL,13795,39,13834,1440380
Maharashtra,Mumbai South,Arvind Ganpat Sawant,MALE,67,GENERAL,SHS,Bow and Arrow,420530,1407,421937,1554176
Maharashtra,Mumbai South,Gautam Sureshkumar Mistrilal,MALE,47,SC,BSP,Elephant,4320,9,4329,1554176
Maharashtra,Mumbai South,Deora Milind Murli,MALE,43,GENERAL,INC,Hand,321362,508,321870,1554176
Maharashtra,Mumbai South,Dr. Anil Kumar,MALE,68,GENERAL,VBA,Cup & Saucer,30213,135,30348,1554176
Maharashtra,Mumbai South,Abbas F. Chhatriwala,MALE,43,GENERAL,JANADIP,Brick,528,0,528,1554176
Maharashtra,Mumbai South,Irfan Shaikh,MALE,65,GENERAL,APoI,Coat,1391,0,1391,1554176
Maharashtra,Mumbai South,Adv. Ramchandra N. Kachave,MALE,50,GENERAL,KKJHS,Helicopter,735,2,737,1554176
Maharashtra,Mumbai South,Shehbaj Rathod,MALE,48,GENERAL,JMBP,Pen Nib with Seven Rays,1347,0,1347,1554176
Maharashtra,Mumbai South,Adv. Sahil L . Shah,MALE,27,GENERAL,BMFP,BISCUIT,513,1,514,1554176
Maharashtra,Mumbai South,Hamir Kalidas Vinjuda,MALE,65,GENERAL,BARESP,Air Conditioner,496,0,496,1554176
Maharashtra,Mumbai South,Rajesh B. Dayal,MALE,42,GENERAL,IND,Slate,449,0,449,1554176
Maharashtra,Mumbai South,Shankar Sonawane,MALE,51,GENERAL,IND,Gas Cylinder,876,3,879,1554176
Maharashtra,Mumbai South,Sai Shrivastav,MALE,29,GENERAL,IND,DIAMOND,1670,1,1671,1554176
Maharashtra,Mumbai South,Nota,NULL,NULL,NULL,NOTA,NULL,15071,44,15115,1554176
Maharashtra,Raigad,Anant Geete,MALE,67,GENERAL,SHS,Bow and Arrow,452942,2588,455530,1652965
Maharashtra,Raigad,Tatkare Sunil Dattatray,MALE,64,GENERAL,NCP,Clock,484563,2405,486968,1652965
Maharashtra,Raigad,Milind B. Salvi,MALE,61,SC,BSP,Elephant,6333,23,6356,1652965
Maharashtra,Raigad,Gajendra Parshuram Turbadkar,MALE,50,GENERAL,KKJHS,Helicopter,2187,5,2192,1652965
Maharashtra,Raigad,Nathuram Hate,MALE,58,SC,BMUP,Table,1417,24,1441,1652965
Maharashtra,Raigad,Prakash Sakharam Kalke,MALE,34,GENERAL,BKNP,Cot,807,16,823,1652965
Maharashtra,Raigad,Suman Bhaskar Koli,FEMALE,61,GENERAL,VBA,Cup & Saucer,23042,154,23196,1652965
Maharashtra,Raigad,Sandip Pandurang Parte,MALE,51,GENERAL,BAHUMP,Whistle,1481,1,1482,1652965
Maharashtra,Raigad,Avinash Vasant Patil,MALE,51,GENERAL,IND,Cauliflower,4686,3,4689,1652965
Maharashtra,Raigad,Ghag Sanjay Arjun,MALE,47,GENERAL,IND,Ring,1416,1,1417,1652965
Maharashtra,Raigad,Madhukar Mahadev Khamkar,MALE,42,GENERAL,IND,Auto- Rickshaw,1049,0,1049,1652965
Maharashtra,Raigad,Munafar Jainubhidin Choudhary,MALE,40,GENERAL,IND,Television,1211,4,1215,1652965
Maharashtra,Raigad,Yogesh Kadam,MALE,29,GENERAL,IND,Bat,1470,6,1476,1652965
Maharashtra,Raigad,Sunil Pandurang Tatkare,MALE,43,GENERAL,IND,Pot,4120,6,4126,1652965
Maharashtra,Raigad,Sunil Sakharam Tatkare,MALE,43,GENERAL,IND,Pen Nib with Seven Rays,9746,6,9752,1652965
Maharashtra,Raigad,Subhash Janardan Patil,MALE,50,GENERAL,IND,Air Conditioner,12264,1,12265,1652965
Maharashtra,Raigad,Nota,NULL,NULL,NULL,NOTA,NULL,11435,55,11490,1652965
Maharashtra,Maval,Adv. Kanade Sanjay Kisan,MALE,49,GENERAL,BSP,Elephant,10185,12,10197,2298080
Maharashtra,Maval,Parth Ajit Pawar,MALE,29,GENERAL,NCP,Clock,503375,1375,504750,2298080
Maharashtra,Maval,Shrirang Appa Chandu Barne,MALE,55,GENERAL,SHS,Bow and Arrow,718950,1713,720663,2298080
Maharashtra,Maval,Jagdish Alias Ayyappa Shamrao Sonawane,MALE,62,SC,KKJHS,Helicopter,5240,2,5242,2298080
Maharashtra,Maval,Jaya Sanjay Patil,FEMALE,34,SC,APoI,Coat,2327,1,2328,2298080
Maharashtra,Maval,Pandharinath Namdeo Patil,MALE,47,GENERAL,BMUP,Cot,2565,5,2570,2298080
Maharashtra,Maval,Prakash Bhivaji Mahadik,MALE,70,SC,bns,Dish Antenna,1091,4,1095,2298080
Maharashtra,Maval,Madan Shivaji Patil,MALE,57,GENERAL,BPSJP,Whistle,2243,0,2243,2298080
Maharashtra,Maval,Rajaram Narayan Patil,MALE,47,GENERAL,VBA,Cup & Saucer,75713,191,75904,2298080
Maharashtra,Maval,Sunil Baban Gaikwad,MALE,49,SC,BARESP,Air Conditioner,1748,7,1755,2298080
Maharashtra,Maval,Ajay Hanumant Londhe,MALE,34,SC,IND,Bat,1042,2,1044,2298080
Maharashtra,Maval,Amruta Abhijit Apte,FEMALE,33,GENERAL,IND,Gas Cylinder,1694,2,1696,2298080
Maharashtra,Maval,Navnath Vishwanath Dudhal,MALE,58,GENERAL,IND,Pestle and Mortar,2800,2,2802,2298080
Maharashtra,Maval,Prashant Alias Babaraje Ganpat Deshmukh,MALE,34,GENERAL,IND,Ganna Kisan,6310,8,6318,2298080
Maharashtra,Maval,Balkrushna Dhanaji Gharat,MALE,54,GENERAL,IND,Hat,3603,0,3603,2298080
Maharashtra,Maval,Rakesh Prabhakar Chavan,MALE,45,GENERAL,IND,Apple,3225,0,3225,2298080
Maharashtra,Maval,Rajendra Maruti Kate (patil),MALE,50,GENERAL,IND,COCONUT FARM,1638,1,1639,2298080
Maharashtra,Maval,Vijay Hanumant Randil,MALE,36,SC,IND,SHIP,2093,0,2093,2298080
Maharashtra,Maval,Suraj Ashokrao Khandare,MALE,28,SC,IND,COMPUTER,1873,0,1873,2298080
Maharashtra,Maval,Suresh Shripati Taur,MALE,49,SC,IND,Tractor Chalata Kisan,1083,0,1083,2298080
Maharashtra,Maval,Dr. Somnath Alias Balashaheb Arjun Pol,MALE,47,SC,IND,Stethoscope,970,0,970,2298080
Maharashtra,Maval,Nota,NULL,NULL,NULL,NOTA,NULL,15747,32,15779,2298080
Maharashtra,Pune,Uttam Pandurang Shinde,MALE,52,GENERAL,BSP,Elephant,4779,13,4792,2075824
Maharashtra,Pune,Girish Bhalchandra Bapat,MALE,68,GENERAL,BJP,Lotus,631875,960,632835,2075824
Maharashtra,Pune,Mohan Joshi,MALE,62,GENERAL,INC,Hand,307870,337,308207,2075824
Maharashtra,Pune,Anil Narayan Jadhav,MALE,35,GENERAL,VBA,Cup & Saucer,64734,59,64793,2075824
Maharashtra,Pune,Amol Jayraj Shinde,MALE,32,GENERAL,HBP,Ganna Kisan,956,3,959,2075824
Maharashtra,Pune,Krupal Paluskar,MALE,33,GENERAL,PRCP,Bat,333,0,333,2075824
Maharashtra,Pune,Chincholikar Jayant Eknath,MALE,51,SC,BARESP,Air Conditioner,343,0,343,2075824
Maharashtra,Pune,Prof. Nalawade Hanmant Mahadeo,MALE,49,GENERAL,APoI,Coat,383,0,383,2075824
Maharashtra,Pune,Nikhil Umesh Zingade,MALE,33,GENERAL,BPSJP,Gas Cylinder,225,0,225,2075824
Maharashtra,Pune,Balasaheb Misal Patil,MALE,44,GENERAL,BMUP,Cot,779,1,780,2075824
Maharashtra,Pune,Adv. Mahesh Gajendragadkar,MALE,57,GENERAL,SwaBP,Telephone,445,1,446,2075824
Maharashtra,Pune,Adv. Ramesh Devaram Dharmavat,MALE,37,GENERAL,PUNP,Helmet,546,1,547,2075824
Maharashtra,Pune,Rajesh Surendrakumar Agarwal,MALE,48,GENERAL,HAPa,Ring,847,0,847,2075824
Maharashtra,Pune,Sayyad Raj Faiyaz,MALE,42,GENERAL,BKNP,Auto- Rickshaw,601,0,601,2075824
Maharashtra,Pune,Sim Khirid,MALE,45,GENERAL,BAHUMP,Whistle,485,2,487,2075824
Maharashtra,Pune,Suhas Popat Gajarmal,MALE,33,SC,RJSPS,Violin,1117,0,1117,2075824
Maharashtra,Pune,Amol Alias Yabes S. Tujare,MALE,34,SC,IND,Gas Stove,624,0,624,2075824
Maharashtra,Pune,Anand Prakash Vanjape,MALE,43,GENERAL,IND,Kettle,1343,0,1343,2075824
Maharashtra,Pune,Adv. Kumar Devba Kalel Patil,MALE,38,GENERAL,IND,Walking Stick,524,1,525,2075824
Maharashtra,Pune,Jafar Khursid Choudhari,MALE,58,SC,IND,Tractor Chalata Kisan,554,0,554,2075824
Maharashtra,Pune,Javed Shabbir Sayyed,MALE,43,GENERAL,IND,Television,339,0,339,2075824
Maharashtra,Pune,Johnson Vasant Kolhapure,MALE,49,GENERAL,IND,Glass Tumbler,647,0,647,2075824
Maharashtra,Pune,Ravindra Bansiram Mahapure,MALE,52,SC,IND,Baby Walker,170,1,171,2075824
Maharashtra,Pune,Rakesh Prabhakar Chavan,MALE,45,GENERAL,IND,Apple,207,0,207,2075824
Maharashtra,Pune,Rahul Vishwas Joshi,MALE,42,GENERAL,IND,SHIP,425,1,426,2075824
Maharashtra,Pune,Vijay Laxaman Saroade,MALE,43,SC,IND,Almirah,230,0,230,2075824
Maharashtra,Pune,Sawant Chandrakant Parmeshwar,MALE,46,SC,IND,Battery Torch,160,1,161,2075824
Maharashtra,Pune,Sanjay Baburao Jadhav,MALE,47,SC,IND,Key,308,1,309,2075824
Maharashtra,Pune,Hemant Baburao Kolekar Patil Alias Hemant Patil,MALE,48,GENERAL,IND,Pressure Cooker,264,1,265,2075824
Maharashtra,Pune,Kshirsagar Kanchan Devdas,FEMALE,46,SC,IND,Balloon,441,0,441,2075824
Maharashtra,Pune,Znyosho Vijayprakash,MALE,72,GENERAL,IND,Shoe,298,0,298,2075824
Maharashtra,Pune,Nota,NULL,NULL,NULL,NOTA,NULL,10972,29,11001,2075824
Maharashtra,Baramati,Kanchan Rahul Kool,FEMALE,34,GENERAL,BJP,Lotus,528711,2229,530940,2114663
Maharashtra,Baramati,Adv.mangesh Nilkanth Vanshiv,MALE,41,SC,BSP,Elephant,6867,15,6882,2114663
Maharashtra,Baramati,Supriya Sule,FEMALE,49,GENERAL,NCP,Clock,683705,3009,686714,2114663
Maharashtra,Baramati,Dashrath Nana Raut,MALE,58,GENERAL,BPSJP,Gas Cylinder,3817,5,3822,2114663
Maharashtra,Baramati,Padalkar Navanath,MALE,43,GENERAL,VBA,Cup & Saucer,43953,181,44134,2114663
Maharashtra,Baramati,Yuvraj Bhujbal,MALE,33,GENERAL,JANADIP,Ganna Kisan,903,5,908,2114663
Maharashtra,Baramati,Savita Bhimrao Kadale,FEMALE,35,SC,HJP,Battery Torch,797,1,798,2114663
Maharashtra,Baramati,Sanjay Shinde,MALE,38,GENERAL,BMUP,Whistle,4330,15,4345,2114663
Maharashtra,Baramati,Alankruta Abhijeet Awade-bichukale,FEMALE,39,GENERAL,IND,Television,844,0,844,2114663
Maharashtra,Baramati,Ulhas(nanasaheb) Mugutrao Chormale,MALE,46,GENERAL,IND,Football,1992,1,1993,2114663
Maharashtra,Baramati,Adv.girish Madan Patil,MALE,25,GENERAL,IND,Coat,1087,0,1087,2114663
Maharashtra,Baramati,Deepak Shantaram Watvisave,MALE,45,SC,IND,DIAMOND,1871,0,1871,2114663
Maharashtra,Baramati,Dr. Balasaheb Arjun Pol,MALE,47,SC,IND,Stethoscope,1001,2,1003,2114663
Maharashtra,Baramati,Vijaynath Ramachandra Chandere,MALE,40,GENERAL,IND,Tractor Chalata Kisan,1721,0,1721,2114663
Maharashtra,Baramati,Vishvanath Sitaram Gargade,MALE,57,GENERAL,IND,Road Roller,1157,1,1158,2114663
Maharashtra,Baramati,Shivaji (nana) Rambhau Nandkhile,MALE,59,GENERAL,IND,Kettle,4405,0,4405,2114663
Maharashtra,Baramati,Sureshdada Baburao Veer,MALE,72,GENERAL,IND,Tiller,3284,0,3284,2114663
Maharashtra,Baramati,Hemant Baburao Kolekar Patil,MALE,48,GENERAL,IND,Bat,951,0,951,2114663
Maharashtra,Baramati,Nota,NULL,NULL,NULL,NOTA,NULL,7846,22,7868,2114663
Maharashtra,Shirur,Adhalrao Shivaji Dattatrey,MALE,64,GENERAL,SHS,Bow and Arrow,576002,1345,577347,2175529
Maharashtra,Shirur,Dr. Amol Ramsing Kolhe,MALE,38,GENERAL,NCP,Clock,634554,1276,635830,2175529
Maharashtra,Shirur,Kagadi Jamirkhan Afjal,MALE,43,GENERAL,BSP,Elephant,7239,8,7247,2175529
Maharashtra,Shirur,Ovhal Rahul,MALE,36,GENERAL,VBA,Cup & Saucer,38028,42,38070,2175529
Maharashtra,Shirur,Ghare Mohan Damodar,MALE,52,GENERAL,BALP,Plate Containing Food,996,1,997,2175529
Maharashtra,Shirur,Nitin Murlidhar Kuchekar,MALE,36,SC,BHAPRAP,Ludo,604,3,607,2175529
Maharashtra,Shirur,Shashikant Rajaram Desai,MALE,48,GENERAL,HAPa,Ring,1880,1,1881,2175529
Maharashtra,Shirur,Somnath Hiraman Mali,MALE,47,GENERAL,BARESP,Air Conditioner,741,2,743,2175529
Maharashtra,Shirur,Sanjay Baba Bansode,MALE,42,GENERAL,BBKD,Television,615,0,615,2175529
Maharashtra,Shirur,Sanjay Laxman Padwal,MALE,50,GENERAL,bns,Dish Antenna,627,3,630,2175529
Maharashtra,Shirur,Prof.shrikant Nivrutti Chabukswar Sir,MALE,53,GENERAL,BMUP,Cot,1241,2,1243,2175529
Maharashtra,Shirur,Ansari Samshad Anwar,MALE,30,GENERAL,IND,Almirah,826,2,828,2175529
Maharashtra,Shirur,Ashtul Vikas Rajaram,MALE,50,SC,IND,Gas Cylinder,786,0,786,2175529
Maharashtra,Shirur,Gangadhar Nathu Yadav,MALE,43,SC,IND,Truck,955,0,955,2175529
Maharashtra,Shirur,Ghadge Balasaheb Jaysing,MALE,59,GENERAL,IND,Kettle,2749,0,2749,2175529
Maharashtra,Shirur,Chhaya Prabhakar Solanke,FEMALE,29,GENERAL,IND,Whistle,4925,5,4930,2175529
Maharashtra,Shirur,Bhausaheb Ramchandra Adagale,MALE,58,SC,IND,Sewing Machine,4397,0,4397,2175529
Maharashtra,Shirur,Waheeda Shainur Shaikh,FEMALE,39,GENERAL,IND,DIAMOND,3836,1,3837,2175529
Maharashtra,Shirur,Vinod Vasant Chandgude,MALE,34,GENERAL,IND,CCTV Camera,901,1,902,2175529
Maharashtra,Shirur,Shahid Farukh Shaikh,MALE,29,GENERAL,IND,Bat,566,0,566,2175529
Maharashtra,Shirur,Shivajirao Uttamrao Pawar,MALE,31,GENERAL,IND,Ganna Kisan,670,3,673,2175529
Maharashtra,Shirur,Shaikh Raisa,FEMALE,45,GENERAL,IND,Auto- Rickshaw,555,1,556,2175529
Maharashtra,Shirur,Sonalitai Thorat,FEMALE,35,SC,IND,Table,676,1,677,2175529
Maharashtra,Shirur,Nota,NULL,NULL,NULL,NOTA,NULL,6026,25,6051,2175529
Maharashtra,Ahmadnagar,Wakale Namdeo Arjun,MALE,51,GENERAL,BSP,Elephant,6654,38,6692,1861396
Maharashtra,Ahmadnagar,Dr. Sujay Radhakrishna Vikhepatil,MALE,37,GENERAL,BJP,Lotus,696961,7699,704660,1861396
Maharashtra,Ahmadnagar,Sangram Arunkaka Jagtap,MALE,34,GENERAL,NCP,Clock,419364,3822,423186,1861396
Maharashtra,Ahmadnagar,Kaliram Bahiru Popalghat,MALE,67,GENERAL,bns,Dish Antenna,3183,9,3192,1861396
Maharashtra,Ahmadnagar,Dhiraj Motilal Batade,MALE,31,SC,RTORP,Auto- Rickshaw,1489,3,1492,1861396
Maharashtra,Ahmadnagar,Farukh Ismail Shaikh,MALE,36,GENERAL,BPSJP,Whistle,2499,3,2502,1861396
Maharashtra,Ahmadnagar,Sudhakar Laxman Avhad,MALE,62,GENERAL,VBA,Cup & Saucer,31644,163,31807,1861396
